"id","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio","churned"
6916,65,"F","Graduate","Less than $40K",6,3,4460,1262,0.898,1877,41,0.783,0.283,"No"
6784,37,"M","Uneducated","$60K - $80K",5,2,22352,2517,3.355,1350,24,1.182,0.113,"No"
9248,48,"F","Unknown","Less than $40K",4,2,5758,0,0.433,4422,76,0.407,0,"No"
4088,56,"M","Uneducated","$80K - $120K",3,1,17628,1414,0.603,3991,76,0.617,0.08,"No"
1369,38,"M","High School","$60K - $80K",6,3,5940,1101,0.942,1872,34,1.125,0.185,"No"
5430,50,"M","High School","$60K - $80K",6,2,5626,778,1.009,4957,84,1.049,0.138,"No"
325,48,"M","High School","$60K - $80K",1,2,8431,0,0.222,5189,57,0.357,0,"Yes"
9749,50,"F","High School","Less than $40K",3,2,12569,2167,0.634,7344,95,0.696,0.172,"No"
3323,52,"M","High School","$80K - $120K",6,1,5738,1112,1.519,1922,48,0.655,0.194,"No"
951,44,"F","College","Less than $40K",6,2,1951,0,0.772,2697,45,0.731,0,"Yes"
9562,59,"M","High School","$120K +",4,3,3422,1039,0.475,3337,65,0.512,0.304,"No"
6899,46,"M","Graduate","$80K - $120K",3,1,4786,0,0.789,4347,69,0.683,0,"No"
3596,52,"M","Graduate","$60K - $80K",4,2,10817,1142,0.722,3889,60,0.818,0.106,"No"
7531,45,"F","Graduate","$40K - $60K",5,2,5562,1556,0.751,4568,76,0.767,0.28,"No"
9472,56,"M","College","$80K - $120K",3,2,14501,0,0.854,1031,25,0.389,0,"Yes"
3259,49,"M","Post-Graduate","$80K - $120K",2,3,20769,901,0.371,1835,43,0.72,0.043,"Yes"
2247,58,"M","High School","$40K - $60K",3,2,1438.3,0,0.835,1088,22,1.444,0,"Yes"
3198,53,"F","Graduate","Less than $40K",6,4,3319,913,0.612,4560,84,1.049,0.275,"No"
8726,53,"M","Post-Graduate","$80K - $120K",4,2,4039,1397,0.396,1494,36,0.286,0.346,"No"
7437,34,"F","Graduate","Unknown",4,1,7942,2087,0.754,4068,66,0.61,0.263,"No"
59,48,"M","Unknown","$80K - $120K",3,3,32838,1717,0.995,2538,42,0.4,0.052,"Yes"
5880,51,"F","Unknown","$40K - $60K",3,3,5026,0,0.564,1844,37,0.609,0,"Yes"
2077,37,"F","College","Less than $40K",2,1,2939,1388,0.69,5076,84,0.826,0.472,"No"
882,47,"F","Uneducated","Unknown",4,1,25027,1501,1.063,3357,62,0.771,0.06,"No"
4422,55,"F","Graduate","Less than $40K",2,6,1720,0,0.707,2719,36,0.44,0,"Yes"
3614,38,"F","Graduate","Unknown",4,2,13429,1246,1.055,3929,66,0.737,0.093,"No"
5282,52,"F","College","Unknown",5,3,10317,642,0.553,3939,60,0.875,0.062,"No"
39,56,"M","Graduate","$60K - $80K",1,2,1891,1134,0.636,5255,77,0.833,0.6,"No"
5515,43,"M","College","$80K - $120K",2,2,5390,1324,0.611,7739,106,0.472,0.246,"No"
2946,48,"M","Graduate","$120K +",3,1,8956,1279,0.864,4814,73,1.212,0.143,"No"
9090,40,"M","Graduate","$120K +",5,3,25188,1295,0.557,1513,38,0.583,0.051,"No"
4972,50,"M","Uneducated","$60K - $80K",6,1,4092,996,0.644,2298,48,0.655,0.243,"No"
4736,50,"F","Graduate","Unknown",5,1,13745,0,0.53,4432,61,0.605,0,"No"
3612,35,"M","Unknown","$60K - $80K",6,3,6053,2001,0.743,2208,59,0.595,0.331,"No"
7769,45,"F","Graduate","Unknown",4,1,1785,0,0.649,4964,82,0.907,0,"No"
4203,37,"F","Graduate","Less than $40K",3,3,3727,995,0.743,14786,101,0.656,0.267,"No"
8394,58,"M","High School","$60K - $80K",3,2,4188,1147,1.042,1276,25,1.083,0.274,"No"
9437,48,"F","High School","$40K - $60K",5,2,2657,2115,0.688,3580,77,0.711,0.796,"No"
2537,47,"M","Uneducated","$40K - $60K",4,3,1809,457,0.703,2169,49,0.485,0.253,"Yes"
6642,45,"M","High School","$60K - $80K",5,1,12691,777,1.335,1144,42,1.625,0.061,"No"
9851,56,"M","High School","$80K - $120K",4,1,3906,1851,0.73,1839,33,0.833,0.474,"No"
513,48,"M","Unknown","$60K - $80K",4,3,8904,1886,0.945,3654,65,0.757,0.212,"No"
9830,45,"F","High School","$40K - $60K",6,4,2851,0,0.482,3916,64,0.829,0,"No"
5579,43,"M","High School","$80K - $120K",2,3,10588,503,0.918,7886,70,0.75,0.048,"Yes"
7923,42,"M","Uneducated","$120K +",3,2,6953,1445,0.591,3700,80,0.569,0.208,"No"
181,51,"M","Unknown","$120K +",2,4,14938,0,0.758,8192,80,0.778,0,"Yes"
7991,44,"M","Graduate","$60K - $80K",5,4,2991,642,0.76,4646,62,0.55,0.215,"No"
1093,45,"F","Uneducated","Less than $40K",4,1,2922,1212,0.662,3895,70,0.591,0.415,"No"
5215,45,"M","Unknown","Less than $40K",2,1,2326,642,0.814,5413,90,0.765,0.276,"No"
8963,45,"F","College","Less than $40K",5,1,4948,1655,0.562,3711,64,0.524,0.334,"No"
1643,41,"F","High School","Less than $40K",4,2,8054,1023,0.75,3374,45,0.875,0.127,"No"
8733,42,"F","Graduate","Unknown",6,1,13770,2517,0.788,1582,36,0.385,0.183,"No"
3051,36,"F","Uneducated","Less than $40K",5,3,4228,1886,1.076,4356,74,0.682,0.446,"No"
2170,44,"F","Doctorate","Unknown",2,1,7212,1008,0.727,5169,82,0.745,0.14,"No"
554,52,"F","Graduate","Less than $40K",3,1,5927,2320,0.544,1558,46,0.643,0.391,"No"
8378,64,"F","Unknown","Unknown",4,1,2508,1580,0.44,1607,44,0.419,0.63,"No"
5830,59,"F","Graduate","Less than $40K",5,3,2636,1619,0.565,4727,83,0.627,0.614,"No"
9531,52,"M","High School","$120K +",6,3,34516,0,0.639,2213,47,0.382,0,"Yes"
4157,46,"M","Uneducated","$60K - $80K",4,1,3135,0,0.572,4116,68,0.7,0,"No"
2592,36,"M","Graduate","$60K - $80K",3,3,7776,831,1.007,3063,87,0.891,0.107,"No"
9569,32,"F","Graduate","Less than $40K",5,1,1438.3,1228,1.132,2580,67,0.971,0.854,"No"
6186,47,"F","High School","Less than $40K",5,2,1493,0,0.605,4655,95,0.638,0,"No"
5076,56,"F","Uneducated","$40K - $60K",4,3,2929,1287,0.497,3875,67,0.595,0.439,"No"
1553,43,"M","Graduate","$120K +",3,2,22906,1132,0.942,3204,64,0.73,0.049,"No"
1261,43,"F","Unknown","Less than $40K",4,1,3327,2517,0.793,4901,88,0.913,0.757,"No"
4218,48,"M","Unknown","$60K - $80K",2,3,3862,0,0.807,15282,125,0.712,0,"No"
174,54,"M","High School","$80K - $120K",3,1,14015,2065,0.704,1903,49,0.633,0.147,"No"
524,49,"F","Unknown","Less than $40K",5,3,1438.3,863,0.605,4482,67,0.914,0.6,"No"
3311,53,"M","Post-Graduate","$60K - $80K",1,3,29038,2295,0.657,12025,103,0.807,0.079,"No"
1311,37,"F","Unknown","$40K - $60K",1,1,19055,2517,0.915,15091,124,0.676,0.132,"No"
399,27,"F","Graduate","Unknown",6,2,2339,2080,1.067,2294,45,0.452,0.889,"No"
9880,42,"M","Unknown","$120K +",2,1,3214,1471,0.933,14557,114,0.652,0.458,"No"
2576,40,"F","College","Less than $40K",6,1,1438.3,0,0.785,3308,54,1,0,"No"
2772,55,"F","Uneducated","Less than $40K",4,3,2041,1885,0.587,2118,48,0.778,0.924,"No"
7258,44,"M","Graduate","$40K - $60K",3,2,2477,2123,0.699,4349,69,0.725,0.857,"No"
387,37,"M","Graduate","$60K - $80K",6,1,5663,1149,0.767,2553,61,0.794,0.203,"No"
6365,64,"F","High School","$40K - $60K",4,2,1438.3,0,0.693,1417,35,0.591,0,"No"
977,56,"F","Graduate","Less than $40K",5,5,4255,0,0.948,4606,79,0.795,0,"No"
5330,48,"M","Graduate","$60K - $80K",5,2,8808,390,0.628,1905,42,0.448,0.044,"Yes"
6325,42,"F","Unknown","Less than $40K",4,2,8777,1668,0.85,4141,83,0.66,0.19,"No"
8596,40,"F","College","Less than $40K",6,1,7291,2517,0.83,2198,56,0.697,0.345,"No"
5940,54,"M","Graduate","$60K - $80K",3,1,5269,1099,1.178,2195,63,0.969,0.209,"No"
5990,50,"F","Uneducated","Unknown",5,5,3317,1041,0.923,4264,75,1.027,0.314,"No"
3635,51,"M","College","$80K - $120K",5,2,1864,1427,0.725,3833,73,0.587,0.766,"No"
2965,46,"M","Uneducated","$60K - $80K",4,3,11501,713,0.84,1481,41,0.519,0.062,"No"
3580,44,"M","High School","$60K - $80K",3,3,1862,0,0.883,1226,34,0.789,0,"No"
2908,54,"M","Unknown","$40K - $60K",4,3,2902,2517,0.821,996,26,0.444,0.867,"Yes"
4420,56,"F","Unknown","$40K - $60K",2,2,2963,0,0.902,2919,47,0.382,0,"Yes"
4879,52,"M","Uneducated","$120K +",1,1,33552,1252,0.793,14490,98,0.815,0.037,"No"
8452,58,"M","High School","$120K +",6,2,12698,2361,0.799,4425,75,0.63,0.186,"No"
8194,43,"M","Graduate","Unknown",1,1,11210,1079,0.651,7206,86,0.536,0.096,"No"
9329,46,"F","Uneducated","Less than $40K",5,1,2228,1449,0.61,4382,83,0.694,0.65,"No"
7279,57,"M","Graduate","$60K - $80K",4,1,2480,1584,0.874,3438,66,0.784,0.639,"No"
1931,45,"F","Graduate","$40K - $60K",4,5,1533,728,0.906,4659,83,0.766,0.475,"No"
4497,40,"F","Graduate","Less than $40K",4,2,1438.3,0,0.984,4397,73,0.553,0,"No"
367,50,"M","Graduate","$120K +",3,1,20114,0,0.82,4740,88,0.796,0,"No"
4905,53,"F","High School","Less than $40K",6,3,2324,1576,0.728,1272,37,1.312,0.678,"No"
9609,41,"F","Graduate","Less than $40K",3,2,3028,2270,0.804,4727,78,0.66,0.75,"No"
1883,59,"M","Graduate","$60K - $80K",2,3,17218,1829,0.638,7971,97,0.83,0.106,"No"
9870,27,"M","Unknown","$40K - $60K",4,1,3823,2130,0.371,2026,49,0.441,0.557,"No"
4626,47,"F","Unknown","Less than $40K",3,3,2793,1517,0.712,3485,72,0.895,0.543,"No"
6433,47,"F","Uneducated","Unknown",2,2,34516,1930,0.93,16369,125,0.736,0.056,"No"
5650,50,"F","Graduate","Less than $40K",5,2,1438.3,0,0.658,2329,43,0.593,0,"Yes"
9927,42,"M","High School","$80K - $120K",5,2,34516,1294,0.679,13845,120,0.791,0.037,"No"
1827,57,"M","High School","$80K - $120K",1,6,15030,1395,0.625,7603,81,0.588,0.093,"No"
4295,44,"F","Unknown","Unknown",4,2,5791,0,0.645,4556,67,0.861,0,"No"
910,43,"M","High School","$60K - $80K",3,3,9560,0,0.802,4601,66,0.571,0,"No"
3552,47,"M","Unknown","$60K - $80K",3,3,2048,1599,0.613,4855,88,0.872,0.781,"No"
3115,50,"F","High School","Less than $40K",4,2,2974,2090,0.975,4297,88,0.833,0.703,"No"
167,47,"M","Unknown","$80K - $120K",3,2,34516,802,0.899,1823,27,0.8,0.023,"No"
8170,45,"F","Graduate","Less than $40K",3,3,1513,788,0.677,4166,71,0.868,0.521,"No"
7191,40,"M","Unknown","$60K - $80K",2,2,5051,0,0.588,2137,45,0.552,0,"Yes"
5117,50,"F","College","Less than $40K",3,2,8416,1549,0.643,13988,124,0.771,0.184,"No"
9163,46,"M","Graduate","$80K - $120K",6,3,19838,1290,0.59,3982,68,0.581,0.065,"No"
6331,35,"F","Graduate","Less than $40K",4,3,2089,0,0.871,2707,51,0.5,0,"Yes"
9687,43,"F","Graduate","$40K - $60K",4,3,2434,1169,0.689,4739,76,0.81,0.48,"No"
5179,62,"F","Graduate","Unknown",5,1,30310,0,0.777,3703,91,0.492,0,"No"
9135,65,"M","High School","Less than $40K",3,2,1759,0,1.058,821,18,0.5,0,"Yes"
9415,45,"M","Unknown","$60K - $80K",5,2,15100,2004,0.9,4135,76,0.689,0.133,"No"
4060,52,"M","High School","$60K - $80K",5,3,14316,1081,0.67,1313,36,0.636,0.076,"No"
4165,45,"F","Uneducated","Less than $40K",5,1,2697,2216,0.681,4063,75,0.786,0.822,"No"
97,54,"M","Graduate","$60K - $80K",3,3,2290,1434,0.923,1119,18,3.5,0.626,"No"
1937,42,"F","College","$40K - $60K",6,2,1820,0,0.658,4592,67,0.811,0,"No"
8183,37,"F","Unknown","Less than $40K",6,3,9661,0,0.926,2825,60,0.818,0,"No"
8133,47,"F","Graduate","$40K - $60K",1,2,2977,1927,0.731,5217,88,0.725,0.647,"No"
2382,45,"M","Graduate","$80K - $120K",1,1,26819,1657,0.816,14450,111,0.762,0.062,"No"
7450,57,"M","Uneducated","$120K +",3,2,34516,1244,0.606,15176,126,0.8,0.036,"No"
476,56,"F","Graduate","Less than $40K",4,2,2836,1362,0.661,4192,90,0.731,0.48,"No"
8154,60,"M","Unknown","$60K - $80K",4,1,2759,2501,0.505,1650,34,0.7,0.906,"No"
5774,37,"M","Uneducated","$40K - $60K",3,3,2186,1185,0.998,2614,67,0.861,0.542,"No"
6169,59,"F","Graduate","Less than $40K",4,5,3054,2517,1.061,4706,84,0.647,0.824,"No"
2603,53,"M","Uneducated","$40K - $60K",6,3,3326,1442,0.711,1627,54,1.077,0.434,"No"
4371,45,"F","Uneducated","$40K - $60K",6,2,18679,905,0.541,2168,55,0.486,0.048,"No"
8361,43,"M","Uneducated","$60K - $80K",4,3,27781,0,1,3184,61,0.743,0,"No"
9046,49,"M","Graduate","$80K - $120K",2,3,3999,0,0.938,7567,76,0.652,0,"Yes"
297,49,"F","Unknown","$40K - $60K",4,1,1438.3,0,0.618,4348,79,0.646,0,"No"
3430,45,"M","College","$120K +",3,1,3304,1370,0.954,3914,70,0.667,0.415,"No"
1004,44,"F","Unknown","Less than $40K",5,1,4852,1777,0.667,1775,55,1.037,0.366,"No"
2003,50,"M","Graduate","$80K - $120K",6,3,34516,432,0.807,9045,72,1,0.013,"Yes"
3765,54,"M","Graduate","$120K +",1,3,8426,0,0.96,14378,103,0.717,0,"No"
7493,52,"F","High School","Less than $40K",5,3,3302,2517,0.705,2682,47,0.516,0.762,"Yes"
3858,64,"F","Graduate","Less than $40K",5,3,6663,765,1.129,4583,78,0.857,0.115,"No"
6447,33,"M","Unknown","$60K - $80K",6,3,6242,491,1.054,2187,59,0.405,0.079,"No"
8021,47,"M","Doctorate","$120K +",6,2,6143,1151,0.866,4330,72,0.895,0.187,"No"
5707,59,"M","High School","$60K - $80K",3,6,24621,471,0.85,2864,51,0.759,0.019,"Yes"
679,56,"F","Uneducated","Less than $40K",1,2,1440,1211,0.465,2141,40,0.481,0.841,"Yes"
5222,46,"F","Graduate","Less than $40K",5,2,6568,0,0.101,1507,33,0.222,0,"Yes"
190,53,"F","Graduate","Less than $40K",2,2,1438.3,0,0.672,799,17,0.214,0,"Yes"
6480,52,"M","High School","$60K - $80K",3,3,14973,0,0.706,4288,72,0.6,0,"No"
5947,42,"M","Uneducated","$80K - $120K",2,2,34516,2253,0.853,7836,93,0.603,0.065,"No"
6995,30,"M","Graduate","$40K - $60K",6,2,4063,0,0.776,7463,70,0.707,0,"Yes"
5092,35,"F","College","$40K - $60K",4,1,2939,1865,0.932,2077,47,0.679,0.635,"No"
86,44,"M","Unknown","$60K - $80K",4,3,5175,0,0.72,14304,99,0.768,0,"No"
2032,49,"M","Unknown","$80K - $120K",3,3,14044,0,0.715,4889,89,0.854,0,"No"
1981,26,"M","High School","$40K - $60K",3,1,3324,0,0.537,982,22,0.692,0,"Yes"
5782,50,"M","Uneducated","$40K - $60K",5,3,2151,1163,0.849,2513,62,0.59,0.541,"No"
2137,56,"F","Graduate","Less than $40K",2,1,5158,1148,0.637,13113,128,0.882,0.223,"No"
7056,48,"M","Unknown","$40K - $60K",6,3,2173,0,0.857,4251,60,0.714,0,"No"
6505,48,"M","Graduate","$60K - $80K",2,4,34516,0,0.763,691,15,0.5,0,"Yes"
6649,45,"F","Doctorate","Less than $40K",4,2,1438.3,491,0.708,4376,84,0.787,0.341,"No"
1,46,"F","Graduate","Unknown",4,3,3257,0,0.757,4042,85,0.848,0,"No"
7456,45,"F","Uneducated","$40K - $60K",2,3,3540,849,0.456,1321,28,0.75,0.24,"No"
9409,41,"F","Graduate","$40K - $60K",5,1,1982,1068,0.881,3058,58,0.871,0.539,"No"
4539,46,"M","College","$60K - $80K",5,3,2369,1405,0.624,3034,51,0.889,0.593,"No"
1773,49,"M","High School","$60K - $80K",6,3,2645,1499,0.67,4251,69,0.533,0.567,"No"
6972,34,"M","Graduate","$120K +",4,3,14938,1412,0.677,1930,36,0.636,0.095,"No"
9180,48,"F","High School","Less than $40K",3,3,5483,535,0.681,2051,49,0.633,0.098,"No"
2351,39,"F","Graduate","Less than $40K",4,2,5634,2057,1.399,2905,63,0.969,0.365,"No"
9680,51,"M","Doctorate","$80K - $120K",5,2,32096,0,0.766,2619,69,0.917,0,"No"
1691,44,"F","High School","Unknown",4,3,13349,0,0.882,3534,78,0.902,0,"No"
7331,45,"F","High School","Less than $40K",3,2,2589,2052,0.636,4133,68,0.789,0.793,"No"
9027,51,"F","Uneducated","Unknown",1,3,19387,810,0.746,7604,87,0.642,0.042,"No"
1605,45,"M","Unknown","Less than $40K",5,2,1963,1549,0.778,3718,75,0.596,0.789,"No"
7040,41,"F","High School","Less than $40K",3,1,2354,1909,0.833,4048,61,0.848,0.811,"No"
7592,55,"F","Graduate","Unknown",4,3,7869,1251,0.722,4314,83,0.729,0.159,"No"
57,35,"M","High School","$40K - $60K",3,3,2967,1843,0.681,1673,58,0.526,0.621,"No"
7521,55,"F","High School","Unknown",3,2,6968,1430,0.95,4037,69,1.029,0.205,"No"
9723,55,"M","High School","$120K +",3,1,34516,1266,0.846,1161,26,0.368,0.037,"No"
532,49,"M","High School","$80K - $120K",4,1,28142,762,0.982,3676,47,1.35,0.027,"No"
4841,55,"F","High School","Less than $40K",4,3,2358,1152,0.969,1737,26,1.6,0.489,"No"
533,43,"M","Graduate","$80K - $120K",3,3,34516,0,0.688,2427,51,0.645,0,"Yes"
6498,56,"M","Graduate","$120K +",3,3,5270,779,0.731,16179,105,0.694,0.148,"No"
3434,44,"M","Graduate","$80K - $120K",3,3,12230,1196,0.62,3659,76,0.52,0.098,"No"
4257,49,"F","Uneducated","Less than $40K",6,3,3468,2517,0.746,2494,39,0.345,0.726,"Yes"
257,34,"F","High School","Less than $40K",2,2,1576,0,0.789,2703,56,1,0,"Yes"
2163,33,"F","College","$40K - $60K",6,3,6316,1344,0.823,2401,71,0.732,0.213,"No"
4800,33,"F","Uneducated","$40K - $60K",4,2,1843,1293,0.349,2077,61,0.694,0.702,"Yes"
7922,44,"F","Graduate","Unknown",6,3,24221,1274,0.452,3361,63,0.853,0.053,"No"
9641,41,"M","Graduate","$80K - $120K",3,2,3460,955,0.644,3642,69,0.769,0.276,"No"
4110,46,"F","Graduate","$40K - $60K",3,1,2477,1480,0.826,5138,77,0.974,0.597,"No"
996,38,"F","High School","Less than $40K",4,3,13747,1941,0.748,16401,119,0.608,0.141,"No"
7136,51,"M","Graduate","$80K - $120K",6,1,7693,0,0.579,4573,93,0.632,0,"No"
962,43,"F","Graduate","Unknown",6,3,3187,2430,0.617,1387,33,1.357,0.762,"No"
9105,49,"F","Doctorate","Less than $40K",4,3,3397,1962,0.483,3295,66,0.61,0.578,"No"
2501,37,"M","High School","$80K - $120K",5,4,13441,0,0.513,4207,80,0.702,0,"No"
6413,49,"F","Uneducated","Less than $40K",6,3,9723,2459,0.444,1258,24,1,0.253,"No"
8349,41,"M","Graduate","$40K - $60K",3,3,6425,915,0.958,2036,44,0.692,0.142,"No"
2321,51,"F","Unknown","Less than $40K",5,1,2941,655,0.616,4099,66,0.571,0.223,"No"
5937,35,"F","Graduate","$40K - $60K",4,3,3454,1603,1.078,1575,41,0.519,0.464,"No"
5647,45,"F","Graduate","$40K - $60K",1,3,1477,0,0.768,2214,43,0.654,0,"Yes"
8565,46,"F","High School","Less than $40K",6,3,2170,1498,0.64,4569,79,0.881,0.69,"No"
5977,39,"M","Graduate","$60K - $80K",1,2,6146,0,0.577,3645,76,0.551,0,"No"
7327,62,"F","Graduate","Less than $40K",1,2,3109,0,1.054,5470,72,0.674,0,"Yes"
10050,56,"M","Graduate","$40K - $60K",5,2,1438.3,0,0.913,4323,77,0.571,0,"No"
2299,42,"M","Graduate","$60K - $80K",4,1,2596,1210,0.549,4642,78,0.696,0.466,"No"
9187,44,"F","Doctorate","Less than $40K",3,1,2406,1491,0.606,4625,91,0.685,0.62,"No"
5208,51,"F","Uneducated","Less than $40K",5,4,1562,1057,0.807,5019,78,0.696,0.677,"No"
2371,52,"F","Graduate","Unknown",6,2,7608,2373,0.95,4921,81,0.62,0.312,"No"
7115,57,"F","Uneducated","Less than $40K",5,3,3545,1446,0.638,3691,69,0.917,0.408,"No"
2127,46,"M","Graduate","$40K - $60K",6,2,11477,0,0.767,1260,27,0.688,0,"No"
5444,48,"F","Graduate","Less than $40K",6,2,1449,749,0.943,4039,50,0.852,0.517,"No"
7164,51,"F","High School","Less than $40K",6,3,2943,2131,0.597,4554,75,0.562,0.724,"No"
3474,44,"M","Unknown","$60K - $80K",3,1,2440,1501,0.744,4382,88,0.66,0.615,"No"
819,51,"F","High School","Less than $40K",2,4,3068,2071,0.854,5524,71,0.972,0.675,"No"
1968,32,"F","High School","$40K - $60K",4,2,2062,1665,1.276,2397,41,0.64,0.807,"No"
269,50,"F","Uneducated","Less than $40K",6,5,1438.3,754,0.74,4457,69,0.683,0.524,"No"
7994,62,"M","High School","$40K - $60K",5,1,4450,1444,0.465,1326,44,0.419,0.324,"No"
4366,56,"F","Unknown","Less than $40K",1,3,1632,0,0.621,2509,47,0.424,0,"Yes"
4044,56,"F","Uneducated","$40K - $60K",6,2,2941,1619,0.9,5000,87,0.673,0.55,"No"
2675,51,"M","Unknown","$80K - $120K",6,1,9854,1886,0.921,3912,76,0.949,0.191,"No"
6720,41,"M","Unknown","$80K - $120K",4,2,3497,0,0.696,4345,72,0.756,0,"No"
594,51,"M","Graduate","$40K - $60K",3,3,22722,1790,0.813,15817,121,0.754,0.079,"No"
7700,47,"M","College","$80K - $120K",3,1,8854,2382,0.67,4768,81,0.929,0.269,"No"
303,48,"M","Unknown","$80K - $120K",1,3,11862,2517,0.766,643,16,0.231,0.212,"Yes"
2852,44,"F","Graduate","$40K - $60K",3,1,1438.3,0,0.742,3971,60,0.667,0,"No"
3595,38,"M","Uneducated","Less than $40K",6,3,6236,1204,0.817,5389,84,0.826,0.193,"No"
9706,54,"F","Graduate","Less than $40K",3,2,2027,1480,0.979,1702,37,0.947,0.73,"No"
1925,64,"F","Unknown","$40K - $60K",6,3,2895,2517,0.322,1541,37,0.609,0.869,"No"
5169,57,"F","Graduate","$40K - $60K",1,3,4262,2517,0.682,3943,75,0.744,0.591,"No"
4561,46,"M","High School","$120K +",2,2,4916,1122,0.659,4813,87,0.706,0.228,"No"
3313,46,"F","High School","$40K - $60K",3,2,3413,2372,0.7,5029,86,0.792,0.695,"No"
6284,47,"M","High School","$120K +",3,1,27858,1314,0.676,1772,53,0.559,0.047,"No"
8773,36,"F","Graduate","Less than $40K",4,2,1666,813,0.813,2622,60,0.818,0.488,"Yes"
5959,54,"F","College","Less than $40K",3,2,4166,989,0.967,4584,70,1.258,0.237,"No"
1408,44,"F","Graduate","$40K - $60K",3,4,4333,0,0.463,1558,40,0.538,0,"Yes"
8558,52,"F","Graduate","Less than $40K",3,1,1793,1284,0.902,3989,62,0.938,0.716,"No"
6289,47,"F","Unknown","$40K - $60K",6,1,3502,1851,2.023,1814,31,0.722,0.529,"No"
3482,50,"M","Graduate","$80K - $120K",6,1,9748,1354,0.893,3323,66,0.833,0.139,"No"
1547,47,"M","College","$60K - $80K",6,4,27437,0,0.872,4660,79,0.681,0,"No"
8053,39,"M","Unknown","$80K - $120K",1,3,34516,0,0.724,9179,113,0.766,0,"No"
822,43,"M","Unknown","$40K - $60K",2,2,1438.3,0,0.694,891,28,0.4,0,"Yes"
8728,56,"M","Graduate","$60K - $80K",1,3,6828,1859,0.752,14713,104,0.677,0.272,"No"
9544,56,"M","Doctorate","$80K - $120K",4,3,4480,2465,0.772,3331,74,0.682,0.55,"No"
235,45,"M","Unknown","$60K - $80K",6,1,11498,1577,0.756,4014,70,0.489,0.137,"No"
3782,53,"F","Graduate","Unknown",5,1,34516,2374,0.81,4390,77,0.604,0.069,"No"
9015,44,"M","Unknown","$80K - $120K",6,1,8315,1008,0.718,4088,66,0.61,0.121,"No"
3401,26,"M","College","Less than $40K",4,1,1438.3,479,0.553,1786,37,0.37,0.333,"No"
2157,56,"M","College","$80K - $120K",6,1,17753,1899,0.851,3986,64,0.73,0.107,"No"
4361,35,"F","Unknown","Less than $40K",2,2,3009,2517,0.735,5329,82,0.745,0.836,"No"
4671,33,"F","Uneducated","$40K - $60K",3,2,1438.3,0,0.835,2527,49,0.69,0,"Yes"
6063,48,"F","Doctorate","Unknown",4,3,2021,1186,0.616,4633,74,0.574,0.587,"No"
5629,43,"M","College","$60K - $80K",2,1,5397,1265,0.676,7791,84,0.615,0.234,"No"
9473,36,"M","Graduate","$120K +",3,2,34516,0,0.531,2686,59,0.788,0,"No"
7077,49,"F","Uneducated","Less than $40K",6,1,3949,1463,1.072,4124,57,0.839,0.37,"No"
4376,57,"M","Post-Graduate","$120K +",4,2,16952,0,0.709,1918,61,0.649,0,"No"
3355,52,"M","Graduate","$40K - $60K",5,2,5776,874,0.894,4029,72,0.636,0.151,"No"
5331,52,"M","Uneducated","$80K - $120K",4,1,4555,0,1.031,3646,66,1.2,0,"No"
5638,46,"F","Doctorate","Unknown",6,3,2189,1666,0.343,1287,36,0.636,0.761,"No"
6599,37,"M","College","$80K - $120K",5,3,4631,1991,1.669,2864,37,0.947,0.43,"No"
5078,45,"M","College","$80K - $120K",1,3,34516,0,1.492,2534,43,0.433,0,"Yes"
6134,42,"M","College","$60K - $80K",6,1,7340,0,0.65,838,24,0.412,0,"Yes"
1472,44,"F","Graduate","Unknown",4,2,21242,819,0.499,1283,37,0.542,0.039,"No"
8024,33,"F","Graduate","Less than $40K",5,3,1438.3,611,0.692,4688,89,0.816,0.425,"No"
8746,40,"M","Post-Graduate","$80K - $120K",5,3,20371,1832,0.907,1665,45,0.8,0.09,"No"
592,52,"F","High School","Less than $40K",3,3,2340,1101,0.766,4501,68,0.7,0.471,"No"
9049,46,"M","Graduate","$80K - $120K",5,2,26303,2376,0.583,3586,67,0.914,0.09,"No"
9097,50,"F","Unknown","Less than $40K",3,2,2528,1689,0.514,4269,78,0.857,0.668,"No"
299,53,"M","Unknown","$40K - $60K",6,1,1595,870,0.694,1745,41,0.577,0.545,"No"
5887,49,"M","Doctorate","$60K - $80K",3,1,3343,1581,1.146,1545,31,0.824,0.473,"No"
9087,47,"M","Doctorate","$80K - $120K",1,3,1438.3,0,0.454,2388,42,0.5,0,"Yes"
8326,41,"M","Graduate","$60K - $80K",2,3,34516,687,1.015,4822,57,0.295,0.02,"Yes"
1442,52,"F","College","Less than $40K",4,2,1438.3,0,0.744,4737,80,0.818,0,"No"
7050,56,"M","High School","$60K - $80K",5,6,2863,2517,0.583,1458,39,0.696,0.879,"No"
4540,51,"M","Graduate","$60K - $80K",6,1,2157,1494,0.765,4784,69,0.605,0.693,"No"
9461,43,"M","Graduate","$60K - $80K",4,2,17239,0,0.393,1789,38,0.357,0,"Yes"
8080,65,"M","Graduate","Less than $40K",3,2,2416,1499,0.905,2372,53,0.514,0.62,"No"
2667,42,"F","Graduate","Unknown",3,3,2782,1782,0.853,4669,93,0.755,0.641,"No"
